,Description,Lat,Lon,RackType,RackCount,ShelterIndicator,geometry,within
184,JALAN BUKIT MERAH BLOCK 137_A_YB,1.278262378387519,103.8267578406712,Yellow Box,16,Y,POINT (103.8267578406712 1.278262378387519),KAMPONG TIONG BAHRU
185,JALAN BUKIT MERAH BLOCK 137_B_YB,1.2780581794314398,103.82714467350289,Yellow Box,16,Y,POINT (103.82714467350289 1.2780581794314398),KAMPONG TIONG BAHRU
186,JALAN BUKIT MERAH BLOCK 138_YB,1.2784420728304215,103.82620329031391,Yellow Box,16,Y,POINT (103.82620329031391 1.2784420728304215),KAMPONG TIONG BAHRU
187,JALAN BUKIT MERAH BLOCK 142_YB,1.2769079390599587,103.82832093538156,Yellow Box,14,Y,POINT (103.82832093538156 1.2769079390599587),KAMPONG TIONG BAHRU
188,JALAN BUKIT MERAH BLOCK 145_YB,1.2773136196477954,103.83054995372022,Yellow Box,18,Y,POINT (103.83054995372022 1.2773136196477954),KAMPONG TIONG BAHRU
189,JALAN MEMBINA BLOCK 118A_YB,1.281682680681671,103.82554994045915,Yellow Box,9,Y,POINT (103.82554994045915 1.281682680681671),TIONG BAHRU STATION
190,JALAN MEMBINA BLOCK 118D_YB,1.2823796865253505,103.82677806537215,Yellow Box,9,Y,POINT (103.82677806537215 1.2823796865253505),TIONG BAHRU STATION
191,JALAN MEMBINA BLOCK 19_A_YB,1.2856728513229216,103.82645373311408,Yellow Box,16,Y,POINT (103.82645373311408 1.2856728513229216),TIONG BAHRU STATION
192,JALAN MEMBINA BLOCK 19_B_YB,1.285548969306952,103.82618727824683,Yellow Box,16,Y,POINT (103.82618727824683 1.285548969306952),TIONG BAHRU STATION
193,JALAN MEMBINA BLOCK 20_YB,1.2855707499334577,103.82594381658136,Yellow Box,16,Y,POINT (103.82594381658136 1.2855707499334577),TIONG BAHRU STATION
194,JALAN MEMBINA BLOCK 21_A_YB,1.285146013951517,103.8258870101038,Yellow Box,16,Y,POINT (103.8258870101038 1.285146013951517),TIONG BAHRU STATION
195,JALAN MEMBINA BLOCK 21_B_YB,1.2849499823198076,103.82598439528992,Yellow Box,16,Y,POINT (103.82598439528992 1.2849499823198076),TIONG BAHRU STATION
196,JALAN MEMBINA BLOCK 22_A_YB,1.2849853781726213,103.82641180546467,Yellow Box,16,Y,POINT (103.82641180546467 1.2849853781726213),TIONG BAHRU STATION
197,JALAN MEMBINA BLOCK 22_B_YB,1.2847621200820551,103.82659034451984,Yellow Box,16,Y,POINT (103.82659034451984 1.2847621200820551),TIONG BAHRU STATION
198,JALAN MEMBINA BLOCK 23_A_YB,1.2848846403817809,103.82672424804574,Yellow Box,16,Y,POINT (103.82672424804574 1.2848846403817809),TIONG BAHRU STATION
199,JALAN MEMBINA BLOCK 23_B_YB,1.284771650614438,103.82705968422144,Yellow Box,16,Y,POINT (103.82705968422144 1.284771650614438),TIONG BAHRU STATION
200,JALAN MEMBINA BLOCK 25A_YB,1.2835478104210718,103.8262806106812,Yellow Box,14,Y,POINT (103.8262806106812 1.2835478104210718),TIONG BAHRU STATION
201,JALAN MEMBINA BLOCK 25B_YB,1.2835178587436804,103.82547718810852,Yellow Box,16,Y,POINT (103.82547718810852 1.2835178587436804),TIONG BAHRU STATION
202,JALAN MEMBINA BLOCK 26_YB,1.2826670260349218,103.8255651072954,Yellow Box,14,Y,POINT (103.8255651072954 1.2826670260349218),TIONG BAHRU STATION
203,JALAN MEMBINA BLOCK 26A_YB,1.2830413937655936,103.82597493279812,Yellow Box,13,Y,POINT (103.82597493279812 1.2830413937655936),TIONG BAHRU STATION
204,JALAN MEMBINA BLOCK 26B_YB,1.2830577291030634,103.8257517598317,Yellow Box,16,Y,POINT (103.8257517598317 1.2830577291030634),TIONG BAHRU STATION
205,JALAN MEMBINA BLOCK 26C_YB,1.2826098490075035,103.82522831930235,Yellow Box,13,Y,POINT (103.82522831930235 1.2826098490075035),TIONG BAHRU STATION
206,JALAN MEMBINA BLOCK 26D_YB,1.2822872129110825,103.82515663449183,Yellow Box,16,Y,POINT (103.82515663449183 1.2822872129110825),TIONG BAHRU STATION
207,JALAN MEMBINA BLOCK 27A_YB,1.2822518162718193,103.82456015444303,Yellow Box,14,Y,POINT (103.82456015444303 1.2822518162718193),TIONG BAHRU STATION
208,JALAN MEMBINA BLOCK 27B_YB,1.283090398279567,103.82486177317269,Yellow Box,14,Y,POINT (103.82486177317269 1.283090398279567),TIONG BAHRU STATION
209,JALAN TIONG BLOCK 75C,1.2892110331266535,103.8164296426061,HDB_RACKS,6,Y,POINT (103.8164296426061 1.2892110331266535),REDHILL
210,KIM TIAN PLACE BLOCK 127C_YB,1.2816050943724462,103.82995523640533,Yellow Box,7,Y,POINT (103.82995523640533 1.2816050943724462),TIONG BAHRU
211,KIM TIAN PLACE BLOCK 128_YB,1.2816295966988898,103.82887453900858,Yellow Box,10,Y,POINT (103.82887453900858 1.2816295966988898),TIONG BAHRU
212,KIM TIAN PLACE BLOCK 131C_YB,1.2802464825073354,103.82883531711045,Yellow Box,13,Y,POINT (103.82883531711045 1.2802464825073354),TIONG BAHRU
213,KIM TIAN ROAD BLOCK 120A_YB,1.2833503193086946,103.82783982509852,Yellow Box,12,Y,POINT (103.82783982509852 1.2833503193086946),TIONG BAHRU STATION
214,KIM TIAN ROAD BLOCK 121_YB,1.2826397048010696,103.8284268389287,Yellow Box,7,Y,POINT (103.8284268389287 1.2826397048010696),TIONG BAHRU STATION
215,KIM TIAN ROAD BLOCK 123_YB,1.2837750577097269,103.829200503107,Yellow Box,13,Y,POINT (103.829200503107 1.2837750577097269),TIONG BAHRU STATION
216,KIM TIAN ROAD BLOCK 126C_YB,1.2824790688946464,103.8291923898097,Yellow Box,11,Y,POINT (103.8291923898097 1.2824790688946464),TIONG BAHRU
217,KIM TIAN ROAD BLOCK 127A_YB,1.281941343254163,103.82972394776472,Yellow Box,7,Y,POINT (103.82972394776472 1.281941343254163),TIONG BAHRU
218,LENGKOK BAHRU BLOCK 63B_YB,1.2891846509678808,103.81536684032044,Yellow Box,14,Y,POINT (103.81536684032044 1.2891846509678808),ALEXANDRA HILL
219,MEI LING STREET BLOCK 160_YB,1.2920621528419438,103.80420582668202,Yellow Box,11,Y,POINT (103.80420582668202 1.2920621528419438),MEI CHIN
220,MEI LING STREET BLOCK 161_YB,1.2916183505697896,103.80353090055692,Yellow Box,14,Y,POINT (103.80353090055692 1.2916183505697896),MEI CHIN
221,QUEEN'S CLOSE BLOCK 21_YB,1.2932268793956772,103.79977151478418,Yellow Box,18,Y,POINT (103.79977151478418 1.2932268793956772),MEI CHIN
222,QUEEN'S CLOSE BLOCK 23B_YB,1.293701992972873,103.80042074144454,Yellow Box,15,Y,POINT (103.80042074144454 1.293701992972873),MEI CHIN
223,REDHILL CLOSE BLOCK 89_YB,1.285438503133279,103.81875985240367,Yellow Box,16,Y,POINT (103.81875985240367 1.285438503133279),REDHILL
224,STIRLING ROAD BLOCK 181_YB,1.2940388231591875,103.80558271917576,Yellow Box,9,Y,POINT (103.80558271917576 1.2940388231591875),MEI CHIN
225,STRATHMORE AVENUE BLOCK 51_YB,1.2933049200965134,103.80868450608703,Yellow Box,11,Y,POINT (103.80868450608703 1.2933049200965134),MARGARET DRIVE
226,STRATHMORE AVENUE BLOCK 52_YB,1.293225959441736,103.80834230704475,Yellow Box,11,Y,POINT (103.80834230704475 1.293225959441736),MARGARET DRIVE
227,STRATHMORE AVENUE BLOCK 56_YB,1.2933853234118624,103.81014293736436,Yellow Box,12,Y,POINT (103.81014293736436 1.2933853234118624),MARGARET DRIVE
228,STRATHMORE AVENUE BLOCK 58_A_YB,1.29324716647925,103.81092647781016,Yellow Box,20,Y,POINT (103.81092647781016 1.29324716647925),MARGARET DRIVE
229,STRATHMORE AVENUE BLOCK 58_B_YB,1.2932251948452962,103.81089168663944,Yellow Box,20,Y,POINT (103.81089168663944 1.2932251948452962),MARGARET DRIVE
230,STRATHMORE AVENUE BLOCK 59_A_YB,1.2932294699233824,103.81101304234431,Yellow Box,16,Y,POINT (103.81101304234431 1.2932294699233824),MARGARET DRIVE
231,STRATHMORE AVENUE BLOCK 59_B_YB,1.2931277763334188,103.81112315185229,Yellow Box,10,Y,POINT (103.81112315185229 1.2931277763334188),MARGARET DRIVE
232,STRATHMORE AVENUE BLOCK 60_A_YB,1.293038893103786,103.81214243856114,Yellow Box,11,Y,POINT (103.81214243856114 1.293038893103786),MARGARET DRIVE
233,STRATHMORE AVENUE BLOCK 60_B_YB,1.2929994134792429,103.81202611801388,Yellow Box,20,Y,POINT (103.81202611801388 1.2929994134792429),MARGARET DRIVE
234,STRATHMORE AVENUE BLOCK 60_C_YB,1.2929844381800326,103.8119503743139,Yellow Box,10,Y,POINT (103.8119503743139 1.2929844381800326),MARGARET DRIVE
235,TELOK BLANGAH CRESCENT BLOCK 19_YB,1.2774791160270955,103.82278433952058,Yellow Box,11,Y,POINT (103.82278433952058 1.2774791160270955),TELOK BLANGAH WAY
236,TELOK BLANGAH CRESCENT BLOCK 25_YB,1.276386629375584,103.81924469540805,Yellow Box,11,Y,POINT (103.81924469540805 1.276386629375584),TELOK BLANGAH WAY
237,TELOK BLANGAH CRESCENT BLOCK 5_YB,1.278730163683952,103.8192264230712,Yellow Box,16,Y,POINT (103.8192264230712 1.278730163683952),TELOK BLANGAH WAY
238,TELOK BLANGAH RISE BLOCK 40_YB,1.2721011724928128,103.82324828859866,Yellow Box,16,Y,POINT (103.82324828859866 1.2721011724928128),TELOK BLANGAH RISE
239,TELOK BLANGAH WAY BLOCK 34_YB,1.2735196782002658,103.82248003006006,Yellow Box,16,Y,POINT (103.82248003006006 1.2735196782002658),TELOK BLANGAH RISE
240,BEACH CARPARK SENTOSA,1.250798995433922,103.81819940283404,Yellow Box,12,Y,POINT (103.81819940283404 1.250798995433922),SENTOSA
241,BEACH CARPARK SENTOSA P2,1.2513319499295563,103.8178052186441,Yellow Box,6,Y,POINT (103.8178052186441 1.2513319499295563),SENTOSA
242,BUKIT MERAH VIEW BLOCK 119_YB,1.2835511882771502,103.82083955092568,Yellow Box,23,Y,POINT (103.82083955092568 1.2835511882771502),HENDERSON HILL
243,CLARENCE LANE BLOCK 132_YB,1.2920513189549816,103.81509101863917,Yellow Box,21,Y,POINT (103.81509101863917 1.2920513189549816),MARGARET DRIVE
244,JALAN BUKIT MERAH BLOCK 141_YB,1.2771557028788134,103.828999920054,Yellow Box,27,Y,POINT (103.828999920054 1.2771557028788134),KAMPONG TIONG BAHRU
245,STIRLING ROAD BLOCK 181r,1.2941285046353508,103.80572098665684,HDB_RACKS,24,Y,POINT (103.80572098665684 1.2941285046353508),MEI CHIN
246,140181-2,1.2940434107288197,103.80559146197646,HDB_RACKS,8,Y,POINT (103.80559146197646 1.2940434107288197),MEI CHIN
247,SENTOSA GATEWAY,1.2566234982397722,103.82350593315182,Yellow Box,10,N,POINT (103.82350593315182 1.2566234982397722),SENTOSA
248,090015-3,1.2770814486509074,103.82104637589416,Yellow Box,10,Y,POINT (103.82104637589416 1.2770814486509074),TELOK BLANGAH WAY
249,CHURCH OF ST TERESA,1.27391703165217,103.8282585234915,Yellow Box,16,N,POINT (103.8282585234915 1.27391703165217),TELOK BLANGAH RISE
250,COLLEGE ROAD,1.277811056695619,103.83206295063444,Yellow Box,6,N,POINT (103.83206295063444 1.277811056695619),SINGAPORE GENERAL HOSPITAL
251,HARBOURFRONT MRT YB_2,1.2659586821518642,103.82146942314534,Yellow Box,10,N,POINT (103.82146942314534 1.2659586821518642),MARITIME SQUARE
252,HARBOURFRONT WALK,1.2655061317764882,103.82038122057136,Yellow Box,10,N,POINT (103.82038122057136 1.2655061317764882),MARITIME SQUARE
253,JALAN MAT JAMBOL,1.2796296660269848,103.79127137393763,Yellow Box,10,N,POINT (103.79127137393763 1.2796296660269848),PASIR PANJANG 2
254,LABRADOR PARK MRT YB_1,1.272237516669544,103.80230577571902,Yellow Box,10,N,POINT (103.80230577571902 1.272237516669544),MARITIME SQUARE
255,PASIR PANJANG MRT_YB,1.2759071690589574,103.79190613428094,Yellow Box,10,N,POINT (103.79190613428094 1.2759071690589574),PORT
256,TANGLIN REGENCY,1.2916589105904897,103.815995454282,Yellow Box,10,N,POINT (103.815995454282 1.2916589105904897),ALEXANDRA NORTH
257,TAXI STAND F40,1.2889648798771418,103.81743761908724,Yellow Box,10,N,POINT (103.81743761908724 1.2889648798771418),REDHILL
258,COLLEGE ROAD ROUNDABOUT,1.2790226749246545,103.8330113770378,Yellow Box,11,N,POINT (103.8330113770378 1.2790226749246545),SINGAPORE GENERAL HOSPITAL
259,HORTPARK (FLORA WALK),1.2800798478692046,103.80226956051662,Yellow Box,13,N,POINT (103.80226956051662 1.2800798478692046),KENT RIDGE
260,KENT RIDGE PARK,1.2847601673194418,103.7887872598502,Yellow Box,10,N,POINT (103.7887872598502 1.2847601673194418),KENT RIDGE
261,BUKIT MERAH LIBRARY,1.2844417273693702,103.8156880938469,NLB_RACKS,5,N,POINT (103.8156880938469 1.2844417273693702),BUKIT MERAH
262,PALAWAN BEACH,1.2488031265934154,103.82248889490522,Yellow Box,4,N,POINT (103.82248889490522 1.2488031265934154),SENTOSA
263,SILOSO POINT,1.2570462950866186,103.81142415510526,Yellow Box,20,N,POINT (103.81142415510526 1.2570462950866186),SENTOSA
264,TANJONG BEACH,1.2432316528312282,103.82849981666692,Yellow Box,4,N,POINT (103.82849981666692 1.2432316528312282),SENTOSA
265,BUS STOP 10121,1.282730098789825,103.82897004191734,Yellow Box,21,N,POINT (103.82897004191734 1.282730098789825),TIONG BAHRU
266,BUS STOP 11131,1.292883409178483,103.80709687715895,Yellow Box,23,N,POINT (103.80709687715895 1.292883409178483),MEI CHIN
267,BUS STOP 11539,1.2911400777302884,103.80790329269188,Yellow Box,23,N,POINT (103.80790329269188 1.2911400777302884),ALEXANDRA HILL
268,BUS STOP 15041_A,1.2745238073556582,103.8018106683102,Yellow Box,33,N,POINT (103.8018106683102 1.2745238073556582),PASIR PANJANG 2
269,BUS STOP 16019,1.2826920839755034,103.78230152915616,Yellow Box,23,N,POINT (103.78230152915616 1.2826920839755034),PASIR PANJANG 1
270,BUS STOP 16039_R,1.2879141821200415,103.7787809467264,Yellow Box,10,N,POINT (103.7787809467264 1.2879141821200415),PASIR PANJANG 1
271,HAW PAR VILLA MRT A,1.282902544852587,103.78223555279544,MRT_RACKS,80,N,POINT (103.78223555279544 1.282902544852587),PASIR PANJANG 1
272,KAMPONG BAHRU BT_1,1.275995455088763,103.83113784105782,BI_RACKS,140,N,POINT (103.83113784105782 1.275995455088763),EVERTON PARK
273,KAMPONG BAHRU BT_2,1.2760694600281013,103.8315132192956,BI_RACKS,160,N,POINT (103.8315132192956 1.2760694600281013),EVERTON PARK
274,LABRADOR PARK MRT A1,1.2720733015160377,103.80228796449138,MRT_RACKS,22,N,POINT (103.80228796449138 1.2720733015160377),MARITIME SQUARE
275,LABRADOR PARK MRT A2,1.2719907544603335,103.8026619264221,MRT_RACKS,48,N,POINT (103.8026619264221 1.2719907544603335),MARITIME SQUARE
276,LABRADOR PARK MRT A3,1.272008400161829,103.80276186383269,MRT_RACKS,5,N,POINT (103.80276186383269 1.272008400161829),MARITIME SQUARE
277,PASIR PANJANG MRT A,1.275920135631112,103.79187882928504,MRT_RACKS,80,N,POINT (103.79187882928504 1.275920135631112),PORT
278,QUEENSTOWN MRT A,1.294340824415314,103.80585708210172,MRT_RACKS,20,N,POINT (103.80585708210172 1.294340824415314),MEI CHIN
279,REDHILL MRT B1,1.289358292044894,103.81733582406372,MRT_RACKS,20,N,POINT (103.81733582406372 1.289358292044894),REDHILL
280,REDHILL MRT B2,1.289402810530721,103.81735623840916,MRT_RACKS,12,N,POINT (103.81735623840916 1.289402810530721),REDHILL
281,TELOK BLANGAH MRT A,1.2707611682380264,103.80954847741612,MRT_RACKS,80,N,POINT (103.80954847741612 1.2707611682380264),MARITIME SQUARE
282,HORT PARK (PCN FROM KENT RIDGE),1.2781847495283247,103.80124880910428,NPARKS_RACKS,4,N,POINT (103.80124880910428 1.2781847495283247),KENT RIDGE
283,080101-1,1.2751910689964614,103.83601199232469,HDB_RACKS,6,Y,POINT (103.83601199232469 1.2751910689964614),EVERTON PARK
284,080101-2,1.275179554669073,103.83596623156512,HDB_RACKS,6,Y,POINT (103.83596623156512 1.275179554669073),EVERTON PARK
285,080101-3,1.2753144377127232,103.83597440326146,HDB_RACKS,6,Y,POINT (103.83597440326146 1.2753144377127232),EVERTON PARK
286,080102-1,1.2747897093230456,103.83630616843432,HDB_RACKS,4,Y,POINT (103.83630616843432 1.2747897093230456),EVERTON PARK
287,080102-2,1.2747864196812289,103.83615908021343,HDB_RACKS,6,Y,POINT (103.83615908021343 1.2747864196812289),EVERTON PARK
288,080102-3,1.2746778551031992,103.83631270551597,HDB_RACKS,8,Y,POINT (103.83631270551597 1.2746778551031992),EVERTON PARK
289,080103-1,1.2747272036532942,103.83518993215928,HDB_RACKS,6,Y,POINT (103.83518993215928 1.2747272036532942),EVERTON PARK
290,080103-2,1.2746054798321556,103.83519320067695,HDB_RACKS,6,Y,POINT (103.83519320067695 1.2746054798321556),EVERTON PARK
291,080103-3,1.2746054797029742,103.83536316929764,HDB_RACKS,6,Y,POINT (103.83536316929764 1.2746054797029742),EVERTON PARK
292,080104-1,1.274506785212073,103.83477808492972,HDB_RACKS,6,Y,POINT (103.83477808492972 1.274506785212073),EVERTON PARK
293,080104-2,1.2745133647129383,103.83497093396096,HDB_RACKS,6,Y,POINT (103.83497093396096 1.2745133647129383),EVERTON PARK
294,080104-3,1.2743686121397997,103.83497747107864,HDB_RACKS,6,Y,POINT (103.83497747107864 1.2743686121397997),EVERTON PARK
295,080105-1,1.273746834398827,103.83457216112068,HDB_RACKS,6,Y,POINT (103.83457216112068 1.273746834398827),EVERTON PARK
296,080105-2,1.2737435445818637,103.83438911804993,HDB_RACKS,6,Y,POINT (103.83438911804993 1.2737435445818637),EVERTON PARK
297,080105-3,1.273885007257876,103.83457869839457,HDB_RACKS,6,Y,POINT (103.83457869839457 1.273885007257876),EVERTON PARK
298,080105-4,1.2738718480225657,103.8343793122005,HDB_RACKS,6,Y,POINT (103.8343793122005 1.2738718480225657),EVERTON PARK
299,080106-1,1.2735066768800805,103.83396419662662,HDB_RACKS,6,Y,POINT (103.83396419662662 1.2735066768800805),EVERTON PARK
300,080106-2,1.2736382701279372,103.83395439075784,HDB_RACKS,6,Y,POINT (103.83395439075784 1.2736382701279372),EVERTON PARK
301,080106-3,1.273654719297408,103.8341472396357,HDB_RACKS,6,Y,POINT (103.8341472396357 1.273654719297408),EVERTON PARK
302,080107-1,1.2735264154409438,103.83501015684934,HDB_RACKS,6,Y,POINT (103.83501015684934 1.2735264154409438),EVERTON PARK
303,080107-2,1.2735231257514188,103.83481730789327,HDB_RACKS,6,Y,POINT (103.83481730789327 1.2735231257514188),EVERTON PARK
304,080107-3,1.2736645884185769,103.8348238452714,HDB_RACKS,6,Y,POINT (103.8348238452714 1.2736645884185769),EVERTON PARK
305,080107-4,1.2736711680129755,103.8350068883392,HDB_RACKS,6,Y,POINT (103.8350068883392 1.2736711680129755),EVERTON PARK
306,080109-1,1.2739771207935842,103.83656438893082,HDB_RACKS,6,Y,POINT (103.83656438893082 1.2739771207935842),EVERTON PARK
307,080109-2,1.273970540857314,103.83674089479946,HDB_RACKS,6,Y,POINT (103.83674089479946 1.273970540857314),EVERTON PARK
308,080109-3,1.2740988443022525,103.83673435766974,HDB_RACKS,6,Y,POINT (103.83673435766974 1.2740988443022525),EVERTON PARK
309,081110-1,1.2737040650852296,103.8363192416945,HDB_RACKS,6,Y,POINT (103.8363192416945 1.2737040650852296),EVERTON PARK
310,081110-2,1.273707354756129,103.83650882197212,HDB_RACKS,6,Y,POINT (103.83650882197212 1.273707354756129),EVERTON PARK
311,081110-3,1.273572471611986,103.83650882180704,HDB_RACKS,6,Y,POINT (103.83650882180704 1.273572471611986),EVERTON PARK
312,090001-1,1.2794358097668828,103.81773489376508,HDB_RACKS,12,Y,POINT (103.81773489376508 1.2794358097668828),TELOK BLANGAH WAY
313,090008-1,1.2778301261561835,103.81956359983442,HDB_RACKS,2,Y,POINT (103.81956359983442 1.2778301261561835),TELOK BLANGAH WAY
314,090013-1,1.278088957932442,103.82021602405942,HDB_RACKS,6,Y,POINT (103.82021602405942 1.278088957932442),TELOK BLANGAH WAY
315,090013-2,1.2782806855655742,103.82081130194253,HDB_RACKS,6,Y,POINT (103.82081130194253 1.2782806855655742),TELOK BLANGAH WAY
316,090014-1,1.2776384057634955,103.82037556107736,HDB_RACKS,5,Y,POINT (103.82037556107736 1.2776384057634955),TELOK BLANGAH WAY
317,090014-2,1.2774490787996022,103.82061486401732,HDB_RACKS,6,Y,POINT (103.82061486401732 1.2774490787996022),TELOK BLANGAH WAY
318,090015-1,1.2771279417321,103.82097084222532,HDB_RACKS,6,Y,POINT (103.82097084222532 1.2771279417321),TELOK BLANGAH WAY
319,090015-2,1.2770045170289157,103.82057438729365,HDB_RACKS,6,Y,POINT (103.82057438729365 1.2770045170289157),TELOK BLANGAH WAY
320,090016-1,1.2781225169382755,103.82171136440203,HDB_RACKS,5,Y,POINT (103.82171136440203 1.2781225169382755),TELOK BLANGAH WAY
321,090017-1,1.2777726194573902,103.82172208094104,HDB_RACKS,6,Y,POINT (103.82172208094104 1.2777726194573902),TELOK BLANGAH WAY
322,090018-1,1.278023064831311,103.82288287354926,HDB_RACKS,6,Y,POINT (103.82288287354926 1.278023064831311),TELOK BLANGAH WAY
323,090019-1,1.2774454930929906,103.82260666656884,HDB_RACKS,2,Y,POINT (103.82260666656884 1.2774454930929906),TELOK BLANGAH WAY
324,090019-2,1.2774646657091853,103.822647145406,HDB_RACKS,3,Y,POINT (103.822647145406 1.2774646657091853),TELOK BLANGAH WAY
325,090020-1,1.277015308679244,103.82210544377897,HDB_RACKS,6,Y,POINT (103.82210544377897 1.277015308679244),TELOK BLANGAH WAY
326,090020-2,1.2768523406054908,103.82162803108255,HDB_RACKS,6,Y,POINT (103.82162803108255 1.2768523406054908),TELOK BLANGAH WAY
327,090021-1,1.2767145363924108,103.82118752554938,HDB_RACKS,6,Y,POINT (103.82118752554938 1.2767145363924108),TELOK BLANGAH WAY
328,090022-1,1.2765839167464756,103.81975885779158,HDB_RACKS,2,Y,POINT (103.81975885779158 1.2765839167464756),TELOK BLANGAH WAY
329,090022-2,1.276554558515793,103.81968861510272,HDB_RACKS,6,Y,POINT (103.81968861510272 1.276554558515793),TELOK BLANGAH WAY
330,090023-1,1.2760722572373333,103.82087203106288,HDB_RACKS,6,Y,POINT (103.82087203106288 1.2760722572373333),TELOK BLANGAH WAY
331,090024-1,1.2753305226575653,103.82093870575922,HDB_RACKS,6,Y,POINT (103.82093870575922 1.2753305226575653),TELOK BLANGAH WAY
332,090025-1,1.276373616157669,103.81927073062307,HDB_RACKS,2,Y,POINT (103.81927073062307 1.276373616157669),TELOK BLANGAH WAY
